ds,temp,humi,rain,snowfall,weathercode,wind,press
2019-01-01,3.989583343267441,88.16666666666667,0.06666666766007741,0.0,18.375,7.533333361148834,1024.0708312988281
2019-01-02,6.272000045776367,87.08,0.32400000125169753,0.0,32.24,16.588000068664552,1014.2440014648438
2019-01-03,7.948000011444091,91.48,0.691999996304512,0.0,42.36,13.62399995803833,1010.8839965820313
2019-01-04,7.204166730244954,87.70833333333333,0.7541666630034646,0.0,35.666666666666664,23.62500011920929,1009.7291666666666
2019-01-05,2.845833326379458,82.66666666666667,0.004166666728754838,0.017500000074505802,16.0,10.575000027815502,1017.9208272298179
2019-01-06,4.979166676600774,89.33333333333333,0.23333333836247525,0.017500000074505802,29.625,14.066666762034098,1005.3583297729492
2019-01-07,3.9780000019073487,84.88,0.5520000064373016,0.04199999958276748,55.88,21.348000049591064,1007.4759985351562
2019-01-08,4.133333345254262,88.75,0.15000000316649675,0.029166666169961292,50.833333333333336,9.714583357175192,1013.5624923706056
2019-01-09,1.7291666648040216,82.125,0.025000000372529026,0.0437499995653828,31.541666666666668,14.349999944368998,1013.7249984741211
2019-01-10,6.924000091552735,66.24,0.04400000095367432,0.008399999737739564,15.24,26.14000011444092,1018.8360009765624
2019-01-11,9.183333396911621,79.29166666666667,0.12083333606521289,0.0,21.166666666666668,27.150000015894573,1015.2291692097982
2019-01-12,6.609999952316284,87.04,0.4200000002980232,0.0,43.24,20.160000057220458,1012.0720043945311
2019-01-13,4.085999999046326,86.56,0.240000002682209,0.0,20.72,9.484000048637391,1008.4199975585938
2019-01-14,6.258333350221316,85.625,0.3291666690881054,0.005833333358168599,36.5,18.356249908606213,1004.125
2019-01-15,8.656521776448125,82.47826086956522,0.22608695956675903,0.0,26.391304347826086,21.15434787584388,1002.1782624617866
2019-01-16,0.9705882182016092,78.47058823529412,0.011764706057660718,0.04941176403971279,19.352941176470587,12.635294044719023,1007.8235258214614
2019-01-17,2.6115384543171296,70.73076923076923,0.0,0.0,0.7692307692307693,8.215384593376747,1015.4153841458834
2019-01-18,5.50624999217689,74.0,0.0,0.0,1.75,19.612500071525574,1021.0791727701821
2019-01-19,7.195833345254262,82.70833333333333,0.058333334513008595,0.0,14.958333333333334,21.56666664282481,1019.6791687011719
2019-01-20,4.86,91.04,0.004000000059604644,0.0,4.72,10.936000022888184,1022.4360034179688
2019-01-21,8.129166702429453,89.29166666666667,0.5708333477377892,0.0,20.083333333333332,21.31249996026357,1016.5791702270508
2019-01-22,2.9559999895095825,90.36,0.08400000005960465,0.0,9.08,12.041999912261963,1018.7719946289064
2019-01-23,6.891666581233342,80.75,0.0,0.0,2.8333333333333335,17.966666559378307,1015.6874923706056
2019-01-24,9.958333373069763,72.45833333333333,0.0,0.0,2.875,22.59166653951009,1009.9333318074545
2019-01-25,10.652083297570547,78.54166666666667,0.0,0.0,2.5833333333333335,18.24583339691162,1010.091667175293
2019-01-26,10.199999928474426,71.33333333333333,0.004166666728754838,0.0,4.458333333333333,17.62083359559377,1008.6708424886066
2019-01-27,10.060416678587595,85.70833333333333,0.1500000028560559,0.0,29.25,22.09166685740153,1005.0333302815756
2019-01-28,6.052083363135655,86.66666666666667,0.004166666728754838,0.0,3.875,6.070833310484886,1012.0541712443032
2019-01-29,6.541666676600774,88.58333333333333,0.0,0.0,2.0833333333333335,8.487500006953875,1015.7791620890301
2019-01-30,9.339583347241083,69.375,0.0,0.0,2.25,12.856250087420145,1013.8375040690104
2019-01-31,9.866666674613953,73.29166666666667,0.0,0.0,1.9583333333333333,18.043749928474426,1010.9791615804038
2019-02-01,9.612500031789144,82.29166666666667,0.1541666698952516,0.0,22.666666666666668,18.645833174387615,1011.6166661580404
2019-02-02,8.333333353201548,95.83333333333333,0.17083333681027094,0.0,41.041666666666664,14.033333480358124,1018.8958333333334
2019-02-03,7.933333357175191,89.79166666666667,0.012500000186264513,0.0,8.291666666666666,11.420833388964335,1024.4166666666667
2019-02-04,7.507999973297119,78.44,0.0,0.0,1.64,6.2619999980926515,1026.0200146484376
2019-02-05,8.639583259820938,73.54166666666667,0.0,0.0,0.9583333333333334,7.3125,1023.5958251953125
2019-02-06,9.262499928474426,60.833333333333336,0.0,0.0,1.875,11.039583464463552,1017.7499923706056
2019-02-07,4.125000029802322,90.625,0.19583333563059568,0.0,23.5,23.349999924500782,1016.3791732788085
2019-02-08,5.3057692142633295,88.23076923076923,0.05000000074505806,0.0,14.038461538461538,17.126923157618595,1017.1653888408953
2019-02-09,5.620833337306976,86.66666666666667,0.0,0.0,2.5,9.53541665772597,1017.2916615804038
2019-02-10,7.183333357175191,92.79166666666667,0.012500000186264513,0.0,8.875,5.139583299557368,1019.6041666666666
2019-02-11,6.716666678587596,88.08333333333333,0.008333333457509676,0.0,6.0,10.133333305517832,1019.9749959309896
2019-02-12,8.81666668256124,85.25,0.0,0.0,2.5833333333333335,19.31041673819224,1015.7333246866864
2019-02-13,8.006000013351441,81.52,0.0,0.0,2.84,15.371999988555908,1019.6319970703125
2019-02-14,3.5956521137900976,82.52173913043478,0.013043478455232535,0.0,9.26086956521739,28.80869558583135,1021.6956548276155
2019-02-15,3.0590908960862593,74.9090909090909,0.0,0.0,1.3181818181818181,32.69545451077548,1019.4363653009588
2019-02-16,2.391999971270561,78.36,0.0,0.0,2.4,17.81199993133545,1021.3680004882813
2019-02-17,6.27916665871938,87.83333333333333,0.12500000093132257,0.0,31.041666666666668,17.387500047683716,1021.1625010172526
2019-02-18,5.883333360155423,82.04166666666667,0.12916666766007742,0.0,14.875,15.795833309491476,1016.9041697184244
2019-02-19,0.9760000121593475,71.84,0.0,0.0,0.08,13.00800006866455,1023.9400048828124
2019-02-20,5.675000041723251,74.04166666666667,0.0,0.0,2.0,17.50416672229767,1020.9958343505859
2019-02-21,7.427999954223633,79.12,0.06400000184774399,0.0,11.92,16.611999893188475,1017.3480053710936
2019-02-22,6.8125,72.91666666666667,0.1000000024214387,0.0,19.083333333333332,15.316666464010874,1016.7999979654948
2019-02-23,3.7791666568567357,90.04166666666667,0.14166666846722364,0.0,21.333333333333332,17.500000129143398,1020.8541692097982
2019-02-24,-1.4458333371828,81.0,0.0,0.0,1.875,26.514583309491474,1028.9583384195964
2019-02-25,0.6541666587193807,67.20833333333333,0.012500000186264513,0.0,7.625,17.320833444595337,1027.2583338419597
2019-02-26,5.391666680574417,84.70833333333333,0.312500006519258,0.0,49.5,18.237500111262005,1010.9291661580404
2019-02-27,2.799999992052714,87.45833333333333,0.033333334140479565,0.0,12.916666666666666,10.787500003973642,1006.5833333333334
2019-02-28,2.8125000164533653,78.0,0.06666666734963655,0.014583333395421503,17.875,16.085416515668232,1007.5124994913737
2019-03-01,5.486666711171468,80.6,0.48000000913937885,0.0,36.13333333333333,22.369999821980795,1001.1199951171875
2019-03-02,4.563999989032745,73.36,0.12400000095367432,0.04759999930858612,24.16,16.32000026702881,1005.9160083007811
2019-03-03,1.8875000119830172,70.54166666666667,0.0,0.0,2.625,9.7312500278155,1017.6124979654948
2019-03-04,4.871999969482422,62.48,0.0,0.0,2.92,18.712000045776367,1018.0559985351563
2019-03-05,7.711538553237915,79.65384615384616,0.0,0.0,2.1923076923076925,22.792307706979607,1014.6692317082332
2019-03-06,8.208333353201548,86.875,0.5125000048428774,0.0,28.833333333333332,11.02083327372869,1014.5916646321615
2019-03-07,7.7291666467984514,74.16666666666667,0.029166667411724728,0.0,9.25,9.18333331743876,1022.2958348592124
2019-03-08,6.907999925613403,81.32,0.0,0.0,2.08,13.774000053405763,1027.06400390625
2019-03-09,9.14166671037674,79.5,0.0,0.0,2.4583333333333335,18.06250007947286,1022.7499974568685
2019-03-10,9.312000045776367,87.32,0.4119999939203262,0.0,23.64,19.956000061035155,1013.5360058593749
2019-03-11,8.260869523753291,89.73913043478261,0.10869565152603647,0.0,17.17391304347826,21.408695594124172,1012.0217391304348
2019-03-12,9.9,86.28,0.2440000078082085,0.0,19.16,11.84800006866455,1010.072001953125
2019-03-13,3.7895833353201547,90.25,0.5291666658595204,0.0,40.208333333333336,23.25,1012.8958384195962
2019-03-14,5.825000022848447,80.20833333333333,0.0,0.0,1.75,20.30416657527288,1013.3333358764648
2019-03-15,7.395999965667724,90.32,0.04000000089406967,0.0,14.52,8.579999952316284,1007.98
2019-03-16,7.225000023841858,83.70833333333333,0.012500000186264515,0.0,6.875,9.283333321412405,1009.1833318074545
2019-03-17,6.364000015258789,85.44,0.32000000327825545,0.0,30.88,18.96400001525879,1010.7280029296875
2019-03-18,6.2416666050752,85.33333333333333,0.033333333830038704,0.0,17.458333333333332,5.933333327372869,1021.7375005086263
2019-03-19,7.654166728258133,78.16666666666667,0.0,0.0,0.125,8.541666567325592,1022.7666702270508
2019-03-20,9.11666664481163,77.45833333333333,0.0,0.0,0.0,15.075000047683716,1020.2291666666666
2019-03-21,7.425000001986821,88.79166666666667,0.033333333830038704,0.0,13.916666666666666,7.016666695475578,1023.7833302815756
2019-03-22,7.576000061035156,75.76,0.02400000095367432,0.0,5.92,11.491999969482421,1023.5319970703126
2019-03-23,5.979999971389771,75.28,0.24800000220537186,0.008399999737739564,26.76,12.510000038146973,1015.7399951171876
2019-03-24,4.254166687528293,75.41666666666667,0.05000000105549892,0.002916666679084301,13.0,6.8499999443689985,1017.5666656494141
2019-03-25,5.711999983787536,71.92,0.0,0.0,0.64,6.763999977111816,1016.9280004882812
2019-03-26,6.754166627923648,74.83333333333333,0.0,0.0,0.08333333333333333,5.899999936421712,1013.9041570027671
2019-03-27,7.316666632890701,83.16666666666667,0.08333333395421505,0.0,14.666666666666666,8.166666602094969,1015.375
2019-03-28,4.723076930412879,79.07692307692308,0.011538461996958809,0.002692307703770124,5.769230769230769,12.023076864389273,1021.8769319974458
2019-03-29,3.889583321288228,72.54166666666667,0.020833333643774193,0.0,8.708333333333334,10.052083293596903,1024.2374979654949
2019-03-30,5.246000006645918,70.64,0.0,0.0,0.64,7.2440000343322755,1022.36
2019-03-31,9.321999998092652,60.76,0.0,0.0,0.0,19.083999862670897,1015.9559936523439
2019-04-01,9.062500009934107,71.125,0.020833333643774193,0.0,6.166666666666667,8.30833335717519,1009.5583292643229
2019-04-02,8.719230743554922,84.96153846153847,0.11153846434675731,0.0,28.76923076923077,9.919230800408583,1012.357698880709
2019-04-03,7.070833325386047,71.33333333333333,0.0,0.0,1.0833333333333333,13.445833325386047,1017.5250040690104
2019-04-04,6.2000000953674315,72.16,0.0,0.0,0.68,6.547999973297119,1019.6319995117187
2019-04-05,8.422916700442633,72.08333333333333,0.0,0.0,0.875,8.304166659712791,1018.8833338419596
2019-04-06,12.954166690508524,72.79166666666667,0.0,0.0,0.2916666666666667,9.91250005364418,1014.904167175293
2019-04-07,14.244000129699707,67.76,0.0,0.0,1.04,14.15600004196167,1012.8560009765625
2019-04-08,14.004166722297668,74.875,0.0,0.0,1.625,10.475000043710073,1009.033332824707
2019-04-09,15.96,65.28,0.0,0.0,0.12,10.455999965667724,1005.152001953125
2019-04-10,15.047999954223632,75.56,0.020000000298023225,0.0,5.52,11.91200002670288,1007.0400073242185
2019-04-11,14.389999904632568,79.16,0.0,0.0,1.56,8.283999996185303,1010.6000048828123
2019-04-12,12.119999999999997,94.12,0.27599999874830244,0.0,32.28,14.004000053405761,1013.6279956054689
2019-04-13,11.675000111262007,94.45833333333333,1.5250000040978193,0.0,41.416666666666664,14.258333365122477,1015.4749959309896
2019-04-14,14.016666650772095,75.75,0.054166665921608605,0.0,11.083333333333334,8.550000061591467,1009.4375025431315
2019-04-15,11.59583330154419,94.95833333333333,0.25833333532015484,0.0,33.583333333333336,13.92083336909612,1010.3874969482422
2019-04-16,10.558333297570547,87.75,0.04166666728754837,0.0,14.75,10.154166678587595,1013.2833302815756
2019-04-17,10.943999996185303,83.6,0.04400000065565109,0.0,15.8,21.15199981689453,1011.9479956054689
2019-04-18,5.944000015258789,81.96,0.1040000006556511,0.0,26.2,32.693999977111815,1016.9039990234374
2019-04-19,5.607692315028264,84.34615384615384,0.46153846469063026,0.0,41.19230769230769,28.192307472229004,1015.6269273024337
